-182.066, 78.704, 0.717,  4.603
-182.046, 78.689, 0.720,  4.636
-182.026, 78.675, 0.723,  4.669
-182.007, 78.660, 0.726,  4.702
-181.987, 78.645, 0.729,  4.735
-181.967, 78.630, 0.731,  4.768
-181.948, 78.615, 0.734,  4.801
-181.928, 78.600, 0.737,  4.834
-181.909, 78.585, 0.740,  4.867
-181.889, 78.569, 0.743,  4.900
-181.869, 78.554, 0.746,  4.933
-181.850, 78.538, 0.748,  4.966
-181.830, 78.522, 0.751,  4.999
-181.811, 78.506, 0.754,  5.032
-181.791, 78.490, 0.756,  5.065
-181.772, 78.474, 0.758,  5.098
-181.753, 78.457, 0.761,  5.131
-181.734, 78.440, 0.761,  5.164
-181.715, 78.423, 0.759,  5.197
-181.696, 78.406, 0.761,  5.230
-181.678, 78.389, 0.761,  5.263
-181.659, 78.371, 0.763,  5.296
-181.641, 78.353, 0.763,  5.329
-181.623, 78.335, 0.764,  5.362
-181.606, 78.317, 0.765,  5.395
-181.588, 78.298, 0.766,  5.428
-181.571, 78.279, 0.767,  5.461
-181.554, 78.260, 0.767,  5.494
-181.538, 78.241, 0.767,  5.527
-181.521, 78.221, 0.767,  5.560
-181.505, 78.201, 0.767,  5.593
-181.490, 78.180, 0.767,  5.626
-181.474, 78.159, 0.766,  5.659
-181.459, 78.138, 0.766,  5.692
-181.445, 78.117, 0.765,  5.725
-181.431, 78.095, 0.767,  5.758
-181.417, 78.073, 0.767,  5.791
-181.404, 78.050, 0.766,  5.824
-181.391, 78.027, 0.767,  5.857
-181.378, 78.004, 0.764,  5.890
-181.366, 77.981, 0.761,  5.923
-181.355, 77.957, 0.758,  5.956
-181.344, 77.933, 0.756,  5.989
-181.333, 77.909, 0.755,  6.022
-181.323, 77.884, 0.755,  6.055
-181.313, 77.860, 0.754,  6.088
-181.304, 77.835, 0.752,  6.121
-181.295, 77.809, 0.751,  6.154
-181.287, 77.784, 0.750,  6.187
-181.279, 77.758, 0.750,  6.220
-181.272, 77.732, 0.750,  6.253
-181.264, 77.706, 0.750,  6.286
-181.258, 77.679, 0.751,  6.319
-181.252, 77.653, 0.752,  6.352
-181.246, 77.626, 0.753,  6.385
-181.240, 77.599, 0.755,  6.418
-181.235, 77.571, 0.758,  6.451
-181.230, 77.544, 0.761,  6.484
-181.225, 77.516, 0.764,  6.517
-181.221, 77.488, 0.768,  6.550
-181.217, 77.460, 0.773,  6.583
-181.213, 77.432, 0.777,  6.616
-181.209, 77.403, 0.782,  6.649
-181.206, 77.374, 0.787,  6.682
-181.203, 77.345, 0.793,  6.715
-181.200, 77.316, 0.798,  6.748
-181.197, 77.287, 0.804,  6.781
-181.194, 77.257, 0.810,  6.814
-181.192, 77.227, 0.816,  6.847
-181.190, 77.197, 0.822,  6.880
-181.188, 77.167, 0.828,  6.913
-181.186, 77.137, 0.834,  6.946
-181.184, 77.106, 0.840,  6.979
-181.182, 77.075, 0.846,  7.012
-181.181, 77.045, 0.853,  7.045
-181.180, 77.014, 0.859,  7.078
-181.178, 76.982, 0.865,  7.111
-181.177, 76.951, 0.872,  7.144
-181.176, 76.919, 0.878,  7.177
-181.176, 76.887, 0.885,  7.210
-181.175, 76.855, 0.892,  7.243
-181.174, 76.823, 0.899,  7.276
-181.174, 76.791, 0.906,  7.309
-181.174, 76.758, 0.912,  7.342
-181.173, 76.726, 0.918,  7.375
-181.173, 76.693, 0.924,  7.408
-181.173, 76.660, 0.930,  7.441
-181.173, 76.627, 0.935,  7.474
-181.173, 76.594, 0.941,  7.507
-181.173, 76.561, 0.946,  7.540
-181.174, 76.527, 0.951,  7.573
-181.174, 76.493, 0.956,  7.606
-181.175, 76.460, 0.961,  7.639
-181.176, 76.426, 0.966,  7.672
-181.176, 76.392, 0.971,  7.705
-181.177, 76.358, 0.976,  7.738
-181.178, 76.324, 0.981,  7.771
-181.179, 76.290, 0.986,  7.804
-181.180, 76.255, 0.991,  7.837
-181.181, 76.221, 0.995,  7.870
-181.182, 76.186, 1.000,  7.903
-181.184, 76.151, 1.004,  7.936
-181.185, 76.117, 1.009,  7.969
-181.187, 76.082, 1.013,  8.002
-181.188, 76.047, 1.018,  8.035
-181.190, 76.011, 1.022,  8.068
-181.191, 75.976, 1.027,  8.101
-181.193, 75.941, 1.031,  8.134
-181.195, 75.905, 1.038,  8.167
-181.197, 75.870, 1.041,  8.200
-181.199, 75.834, 1.048,  8.233
-181.200, 75.798, 1.051,  8.266
-181.202, 75.762, 1.057,  8.299
-181.204, 75.726, 1.062,  8.332
-181.207, 75.689, 1.068,  8.365
-181.209, 75.653, 1.073,  8.398
-181.211, 75.616, 1.077,  8.431
-181.213, 75.579, 1.082,  8.464
-181.215, 75.543, 1.086,  8.497
-181.217, 75.506, 1.090,  8.530
-181.220, 75.469, 1.095,  8.563
-181.222, 75.432, 1.099,  8.596
-181.224, 75.394, 1.103,  8.629
-181.227, 75.357, 1.107,  8.662
-181.229, 75.319, 1.111,  8.695
-181.231, 75.282, 1.115,  8.728
-181.234, 75.244, 1.118,  8.761
-181.236, 75.206, 1.122,  8.794
-181.239, 75.168, 1.126,  8.827
-181.241, 75.130, 1.130,  8.860
-181.243, 75.092, 1.134,  8.893
-181.246, 75.054, 1.137,  8.926
-181.248, 75.016, 1.141,  8.959
-181.251, 74.977, 1.145,  8.992
-181.253, 74.939, 1.149,  9.025
-181.256, 74.900, 1.152,  9.058
-181.258, 74.862, 1.156,  9.091
-181.261, 74.823, 1.160,  9.124
-181.263, 74.784, 1.164,  9.157
-181.265, 74.745, 1.167,  9.190
-181.268, 74.705, 1.171,  9.223
-181.270, 74.666, 1.175,  9.256
-181.272, 74.627, 1.179,  9.289
-181.275, 74.587, 1.183,  9.322
-181.277, 74.548, 1.186,  9.355
-181.279, 74.508, 1.190,  9.388
-181.282, 74.468, 1.194,  9.421
-181.284, 74.428, 1.198,  9.454
-181.286, 74.388, 1.202,  9.487
-181.288, 74.348, 1.205,  9.520
-181.291, 74.307, 1.209,  9.553
-181.293, 74.267, 1.213,  9.586
-181.295, 74.226, 1.217,  9.619
-181.297, 74.185, 1.221,  9.652
-181.299, 74.145, 1.225,  9.685
-181.301, 74.104, 1.229,  9.718
-181.303, 74.063, 1.232,  9.751
-181.305, 74.021, 1.236,  9.784
-181.307, 73.980, 1.240,  9.817
-181.309, 73.939, 1.244,  9.850
-181.311, 73.897, 1.248,  9.883
-181.313, 73.855, 1.252,  9.916
-181.315, 73.813, 1.256,  9.949
-181.316, 73.771, 1.260,  9.982
-181.318, 73.729, 1.264, 10.015
-181.320, 73.687, 1.268, 10.048
-181.322, 73.645, 1.272, 10.081
-181.323, 73.602, 1.276, 10.114
-181.325, 73.559, 1.280, 10.147
-181.326, 73.517, 1.284, 10.180
-181.328, 73.474, 1.289, 10.213
-181.329, 73.431, 1.293, 10.246
-181.331, 73.388, 1.297, 10.279
-181.332, 73.344, 1.301, 10.312
-181.334, 73.301, 1.305, 10.345
-181.335, 73.257, 1.309, 10.378
-181.336, 73.213, 1.314, 10.411
-181.338, 73.169, 1.318, 10.444
-181.339, 73.125, 1.322, 10.477
-181.340, 73.081, 1.326, 10.510
-181.341, 73.037, 1.331, 10.543
-181.343, 72.993, 1.335, 10.576
-181.344, 72.948, 1.339, 10.609
-181.345, 72.903, 1.344, 10.642
-181.346, 72.858, 1.348, 10.675
-181.347, 72.813, 1.352, 10.708
-181.348, 72.768, 1.357, 10.741
-181.349, 72.723, 1.361, 10.774
-181.350, 72.677, 1.365, 10.807
-181.351, 72.632, 1.370, 10.840
-181.352, 72.586, 1.374, 10.873
-181.352, 72.540, 1.379, 10.906
-181.353, 72.494, 1.383, 10.939
-181.354, 72.448, 1.388, 10.972
-181.355, 72.401, 1.392, 11.005
-181.356, 72.355, 1.397, 11.038
-181.356, 72.308, 1.401, 11.071
-181.357, 72.261, 1.405, 11.104
-181.358, 72.214, 1.410, 11.137
-181.358, 72.167, 1.415, 11.170
-181.359, 72.120, 1.419, 11.203
-181.359, 72.073, 1.424, 11.236
-181.360, 72.025, 1.428, 11.269
-181.361, 71.977, 1.433, 11.302
-181.361, 71.929, 1.438, 11.335
-181.362, 71.881, 1.442, 11.368
-181.362, 71.833, 1.447, 11.401
-181.363, 71.785, 1.451, 11.434
-181.363, 71.736, 1.456, 11.467
-181.364, 71.688, 1.461, 11.500
-181.364, 71.639, 1.465, 11.533
-181.364, 71.590, 1.470, 11.566
-181.365, 71.541, 1.475, 11.599
-181.365, 71.492, 1.479, 11.632
-181.365, 71.442, 1.484, 11.665
-181.366, 71.393, 1.489, 11.698
-181.366, 71.343, 1.494, 11.731
-181.366, 71.293, 1.498, 11.764
-181.367, 71.243, 1.503, 11.797
-181.367, 71.193, 1.508, 11.830
-181.367, 71.142, 1.513, 11.863
-181.367, 71.092, 1.518, 11.896
-181.368, 71.041, 1.522, 11.929
-181.368, 70.990, 1.527, 11.962
-181.368, 70.939, 1.532, 11.995
-181.368, 70.888, 1.537, 12.028
-181.368, 70.837, 1.542, 12.061
-181.369, 70.785, 1.547, 12.094
-181.369, 70.733, 1.551, 12.127
-181.369, 70.682, 1.556, 12.160
-181.369, 70.630, 1.561, 12.193
-181.369, 70.577, 1.566, 12.226
-181.369, 70.525, 1.571, 12.259
-181.369, 70.473, 1.576, 12.292
-181.370, 70.420, 1.581, 12.325
-181.370, 70.367, 1.586, 12.358
-181.370, 70.314, 1.591, 12.391
-181.370, 70.261, 1.596, 12.424
-181.370, 70.208, 1.601, 12.457
-181.370, 70.154, 1.606, 12.490
-181.370, 70.100, 1.611, 12.523
-181.370, 70.047, 1.616, 12.556
-181.370, 69.993, 1.621, 12.589
-181.370, 69.939, 1.626, 12.622
-181.370, 69.884, 1.631, 12.655
-181.370, 69.830, 1.636, 12.688
-181.371, 69.775, 1.641, 12.721
-181.371, 69.720, 1.646, 12.754
-181.371, 69.665, 1.651, 12.787
-181.371, 69.610, 1.656, 12.820
-181.371, 69.555, 1.661, 12.853
-181.371, 69.499, 1.667, 12.886
-181.371, 69.444, 1.672, 12.919
-181.371, 69.388, 1.677, 12.952
-181.371, 69.332, 1.682, 12.985
-181.371, 69.275, 1.687, 13.018
-181.371, 69.219, 1.692, 13.051
-181.371, 69.163, 1.698, 13.084
-181.371, 69.106, 1.703, 13.117
-181.371, 69.049, 1.708, 13.150
-181.371, 68.992, 1.713, 13.183
-181.371, 68.935, 1.718, 13.216
-181.371, 68.877, 1.724, 13.249
-181.371, 68.820, 1.729, 13.282
-181.371, 68.762, 1.734, 13.315
-181.371, 68.704, 1.739, 13.348
-181.371, 68.646, 1.745, 13.381
-181.371, 68.588, 1.750, 13.414
-181.371, 68.529, 1.755, 13.447
-181.371, 68.470, 1.761, 13.480
-181.371, 68.412, 1.766, 13.513
-181.371, 68.353, 1.771, 13.546
-181.371, 68.293, 1.777, 13.579
-181.371, 68.234, 1.782, 13.612
-181.371, 68.174, 1.787, 13.645
-181.371, 68.115, 1.793, 13.678
-181.371, 68.055, 1.798, 13.711
-181.372, 67.995, 1.804, 13.744
-181.372, 67.935, 1.809, 13.777
-181.372, 67.874, 1.814, 13.810
-181.372, 67.813, 1.820, 13.843
-181.372, 67.753, 1.826, 13.876
-181.372, 67.692, 1.831, 13.909
-181.372, 67.631, 1.837, 13.942
-181.372, 67.569, 1.842, 13.975
-181.372, 67.508, 1.848, 14.008
-181.372, 67.446, 1.853, 14.041
-181.372, 67.384, 1.859, 14.074
-181.372, 67.322, 1.864, 14.107
-181.372, 67.260, 1.870, 14.140
-181.372, 67.197, 1.875, 14.173
-181.373, 67.135, 1.881, 14.206
-181.373, 67.072, 1.886, 14.239
-181.373, 67.009, 1.892, 14.272
-181.373, 66.945, 1.898, 14.305
-181.373, 66.882, 1.903, 14.338
-181.373, 66.818, 1.909, 14.371
-181.373, 66.755, 1.915, 14.404
-181.373, 66.691, 1.920, 14.437
-181.373, 66.627, 1.926, 14.470
-181.373, 66.562, 1.932, 14.503
-181.373, 66.498, 1.937, 14.536
-181.373, 66.433, 1.943, 14.569
-181.373, 66.368, 1.949, 14.602
-181.374, 66.303, 1.955, 14.635
-181.374, 66.238, 1.960, 14.668
-181.374, 66.172, 1.966, 14.701
-181.374, 66.106, 1.972, 14.734
-181.374, 66.041, 1.978, 14.767
-181.374, 65.974, 1.984, 14.800
-181.374, 65.908, 1.989, 14.833
-181.374, 65.842, 1.995, 14.866
-181.374, 65.775, 2.001, 14.899
-181.374, 65.708, 2.007, 14.932
-181.374, 65.641, 2.013, 14.965
-181.375, 65.574, 2.019, 14.998
-181.375, 65.506, 2.025, 15.031
-181.375, 65.439, 2.031, 15.064
-181.375, 65.371, 2.037, 15.097
-181.375, 65.303, 2.043, 15.130
-181.375, 65.235, 2.049, 15.163
-181.375, 65.166, 2.055, 15.196
-181.375, 65.098, 2.061, 15.229
-181.376, 65.029, 2.067, 15.262
-181.376, 64.960, 2.073, 15.295
-181.376, 64.891, 2.079, 15.328
-181.376, 64.821, 2.085, 15.361
-181.376, 64.751, 2.091, 15.394
-181.376, 64.682, 2.097, 15.427
-181.376, 64.612, 2.103, 15.460
-181.376, 64.541, 2.109, 15.493
-181.376, 64.471, 2.115, 15.526
-181.377, 64.400, 2.121, 15.559
-181.377, 64.329, 2.127, 15.592
-181.377, 64.258, 2.134, 15.625
-181.377, 64.187, 2.140, 15.658
-181.377, 64.116, 2.146, 15.691
-181.377, 64.044, 2.152, 15.724
-181.377, 63.972, 2.158, 15.757
-181.377, 63.900, 2.165, 15.790
-181.378, 63.827, 2.171, 15.823
-181.378, 63.755, 2.177, 15.856
-181.378, 63.682, 2.183, 15.889
-181.378, 63.609, 2.190, 15.922
-181.378, 63.536, 2.196, 15.955
-181.378, 63.463, 2.202, 15.988
-181.378, 63.389, 2.209, 16.021
-181.378, 63.315, 2.215, 16.054
-181.378, 63.241, 2.222, 16.087
-181.379, 63.167, 2.228, 16.120
-181.379, 63.093, 2.234, 16.153
-181.379, 63.018, 2.241, 16.186
-181.379, 62.943, 2.247, 16.219
-181.379, 62.868, 2.254, 16.252
-181.379, 62.793, 2.260, 16.285
-181.379, 62.717, 2.267, 16.318
-181.379, 62.642, 2.273, 16.351
-181.380, 62.566, 2.280, 16.384
-181.380, 62.490, 2.286, 16.417
-181.380, 62.413, 2.293, 16.450
-181.380, 62.337, 2.299, 16.483
-181.380, 62.260, 2.306, 16.516
-181.380, 62.183, 2.312, 16.549
-181.380, 62.106, 2.319, 16.582
-181.380, 62.028, 2.325, 16.615
-181.380, 61.951, 2.332, 16.648
-181.381, 61.873, 2.339, 16.681
-181.381, 61.794, 2.345, 16.714
-181.381, 61.716, 2.352, 16.747
-181.381, 61.638, 2.359, 16.780
-181.381, 61.559, 2.365, 16.813
-181.381, 61.480, 2.372, 16.846
-181.381, 61.401, 2.378, 16.879
-181.381, 61.321, 2.385, 16.912
-181.382, 61.241, 2.392, 16.945
-181.382, 61.162, 2.399, 16.978
-181.382, 61.081, 2.405, 17.011
-181.382, 61.001, 2.412, 17.044
-181.382, 60.920, 2.419, 17.077
-181.382, 60.840, 2.426, 17.110
-181.382, 60.759, 2.433, 17.143
-181.382, 60.677, 2.439, 17.176
-181.382, 60.596, 2.446, 17.209
-181.383, 60.514, 2.453, 17.242
-181.383, 60.432, 2.460, 17.275
-181.383, 60.350, 2.467, 17.308
-181.383, 60.268, 2.474, 17.341
-181.383, 60.185, 2.481, 17.374
-181.383, 60.102, 2.488, 17.407
-181.383, 60.019, 2.495, 17.440
-181.383, 59.936, 2.502, 17.473
-181.384, 59.852, 2.509, 17.506
-181.384, 59.768, 2.516, 17.539
-181.384, 59.684, 2.523, 17.572
-181.384, 59.600, 2.530, 17.605
-181.384, 59.515, 2.537, 17.638
-181.384, 59.431, 2.544, 17.671
-181.384, 59.346, 2.551, 17.704
-181.384, 59.261, 2.559, 17.737
-181.385, 59.175, 2.566, 17.770
-181.385, 59.089, 2.573, 17.803
-181.385, 59.003, 2.580, 17.836
-181.385, 58.917, 2.587, 17.869
-181.385, 58.831, 2.594, 17.902
-181.385, 58.744, 2.602, 17.935
-181.385, 58.657, 2.609, 17.968
-181.385, 58.570, 2.616, 18.001
-181.385, 58.483, 2.624, 18.034
-181.386, 58.395, 2.631, 18.067
-181.386, 58.307, 2.638, 18.100
-181.386, 58.219, 2.646, 18.133
-181.386, 58.131, 2.653, 18.166
-181.386, 58.042, 2.660, 18.199
-181.386, 57.953, 2.668, 18.232
-181.386, 57.864, 2.675, 18.265
-181.386, 57.775, 2.683, 18.298
-181.387, 57.685, 2.690, 18.331
-181.387, 57.595, 2.698, 18.364
-181.387, 57.505, 2.705, 18.397
-181.387, 57.415, 2.713, 18.430
-181.387, 57.324, 2.720, 18.463
-181.387, 57.233, 2.728, 18.496
-181.387, 57.142, 2.736, 18.529
-181.387, 57.051, 2.743, 18.562
-181.387, 56.959, 2.751, 18.595
-181.388, 56.867, 2.759, 18.628
-181.388, 56.775, 2.766, 18.661
-181.388, 56.683, 2.774, 18.694
-181.388, 56.590, 2.782, 18.727
-181.388, 56.497, 2.790, 18.760
-181.388, 56.404, 2.798, 18.793
-181.388, 56.311, 2.805, 18.826
-181.388, 56.217, 2.813, 18.859
-181.388, 56.123, 2.821, 18.892
-181.389, 56.029, 2.829, 18.925
-181.389, 55.934, 2.837, 18.958
-181.389, 55.839, 2.845, 18.991
-181.389, 55.744, 2.853, 19.024
-181.389, 55.649, 2.861, 19.057
-181.389, 55.553, 2.869, 19.090
-181.389, 55.458, 2.877, 19.123
-181.389, 55.361, 2.886, 19.156
-181.389, 55.265, 2.894, 19.189
-181.389, 55.168, 2.902, 19.222
-181.389, 55.071, 2.910, 19.255
-181.390, 54.974, 2.919, 19.288
-181.390, 54.877, 2.927, 19.321
-181.390, 54.779, 2.935, 19.354
-181.390, 54.681, 2.943, 19.387
-181.390, 54.583, 2.952, 19.420
-181.390, 54.484, 2.960, 19.453
-181.390, 54.385, 2.969, 19.486
-181.390, 54.286, 2.977, 19.519
-181.390, 54.186, 2.985, 19.552
-181.390, 54.087, 2.994, 19.585
-181.390, 53.987, 3.002, 19.618
-181.390, 53.886, 3.011, 19.651
-181.390, 53.786, 3.020, 19.684
-181.391, 53.685, 3.028, 19.717
-181.391, 53.584, 3.037, 19.750
-181.391, 53.482, 3.046, 19.783
-181.391, 53.381, 3.054, 19.816
-181.391, 53.279, 3.063, 19.849
-181.391, 53.176, 3.072, 19.882
-181.391, 53.074, 3.081, 19.915
-181.391, 52.971, 3.090, 19.948
-181.391, 52.867, 3.098, 19.981
-181.391, 52.764, 3.107, 20.014
-181.391, 52.660, 3.116, 20.047
-181.391, 52.556, 3.125, 20.080
-181.391, 52.452, 3.134, 20.113
-181.392, 52.347, 3.143, 20.146
-181.392, 52.242, 3.152, 20.179
-181.392, 52.137, 3.161, 20.212
-181.392, 52.031, 3.170, 20.245
-181.392, 51.925, 3.180, 20.278
-181.392, 51.819, 3.189, 20.311
-181.392, 51.712, 3.198, 20.344
-181.392, 51.606, 3.207, 20.377
-181.392, 51.498, 3.216, 20.410
-181.392, 51.391, 3.226, 20.443
-181.392, 51.283, 3.235, 20.476
-181.392, 51.175, 3.244, 20.509
-181.392, 51.067, 3.254, 20.542
-181.393, 50.958, 3.263, 20.575
-181.393, 50.849, 3.273, 20.608
-181.393, 50.740, 3.282, 20.641
-181.393, 50.630, 3.292, 20.674
-181.393, 50.520, 3.301, 20.707
-181.393, 50.410, 3.311, 20.740
-181.393, 50.299, 3.320, 20.773
-181.393, 50.188, 3.330, 20.806
-181.393, 50.077, 3.340, 20.839
-181.393, 49.966, 3.349, 20.872
-181.393, 49.854, 3.359, 20.905
-181.393, 49.741, 3.369, 20.938
-181.393, 49.629, 3.379, 20.971
-181.393, 49.516, 3.388, 21.004
-181.393, 49.403, 3.398, 21.037
-181.393, 49.289, 3.408, 21.070
-181.393, 49.175, 3.418, 21.103
-181.393, 49.061, 3.428, 21.136
-181.393, 48.947, 3.438, 21.169
-181.393, 48.832, 3.448, 21.202
-181.394, 48.717, 3.458, 21.235
-181.394, 48.601, 3.468, 21.268
-181.394, 48.485, 3.479, 21.301
-181.394, 48.369, 3.489, 21.334
-181.394, 48.252, 3.499, 21.367
-181.394, 48.136, 3.509, 21.400
-181.394, 48.018, 3.519, 21.433
-181.394, 47.901, 3.530, 21.466
-181.394, 47.783, 3.540, 21.499
-181.394, 47.665, 3.550, 21.532
-181.394, 47.546, 3.561, 21.565
-181.394, 47.427, 3.571, 21.598
-181.394, 47.308, 3.582, 21.631
-181.394, 47.188, 3.592, 21.664
-181.394, 47.068, 3.603, 21.697
-181.394, 46.948, 3.614, 21.730
-181.394, 46.827, 3.624, 21.763
-181.394, 46.706, 3.635, 21.796
-181.394, 46.584, 3.646, 21.829
-181.394, 46.463, 3.656, 21.862
-181.394, 46.340, 3.667, 21.895
-181.394, 46.218, 3.678, 21.928
-181.394, 46.095, 3.689, 21.961
-181.395, 45.972, 3.700, 21.994
-181.395, 45.848, 3.711, 22.027
-181.395, 45.724, 3.722, 22.060
-181.395, 45.600, 3.733, 22.093
-181.395, 45.475, 3.744, 22.126
-181.395, 45.350, 3.755, 22.159
-181.395, 45.225, 3.766, 22.192
-181.395, 45.099, 3.777, 22.225
-181.395, 44.973, 3.788, 22.258
-181.395, 44.846, 3.799, 22.291
-181.395, 44.719, 3.811, 22.324
-181.395, 44.592, 3.822, 22.357
-181.395, 44.464, 3.833, 22.390
-181.395, 44.336, 3.845, 22.423
-181.395, 44.208, 3.856, 22.456
-181.395, 44.079, 3.868, 22.489
-181.395, 43.950, 3.879, 22.522
-181.395, 43.820, 3.891, 22.555
-181.395, 43.690, 3.902, 22.588
-181.395, 43.560, 3.914, 22.621
-181.395, 43.429, 3.925, 22.654
-181.395, 43.298, 3.937, 22.687
-181.395, 43.166, 3.948, 22.720
-181.395, 43.034, 3.960, 22.753
-181.395, 42.902, 3.971, 22.786
-181.395, 42.770, 3.983, 22.819
-181.395, 42.636, 3.994, 22.852
-181.395, 42.503, 4.006, 22.885
-181.395, 42.369, 4.017, 22.918
-181.395, 42.235, 4.029, 22.951
-181.395, 42.100, 4.040, 22.984
-181.395, 41.965, 4.052, 23.017
